1.358246351329389215e+08,4.416742201432092488e+07,-1.225299889230835252e+07,-2.399309769004449993e+07,-1.181014534911615103e+08,-1.800246145579369739e+07,3.090207234343453456e+04,-9.586584074002832949e+02,3.963960559174593072e+02,1.311014616593618484e+04,2.754632448213493626e+04,4.308274344012636720e+04,6.002544369144320081e+04,7.942832930589564785e+04,1.020367249037251022e+05,1.301819229902415245e+05,1.709162363817593432e+05,2.639942126185467350e+05,8.265002010164178500e+03,9.632495687107491540e+04,1.029912659448947234e+05,1.329300954271821829e+05,1.475268039584441867e+05,1.611008889072852035e+05,1.703090789835999603e+05,1.787881237801304960e+05,1.802195641879982722e+05,1.580475139270958607e+05,-7.157967938510429114e+06,-7.558942532784299925e+06,-7.324714274762928486e+06,-7.056216627430330031e+06,-6.833439605804879218e+06,-6.571654538248104975e+06,-6.316628271426073276e+06,-5.752462738211657852e+06,-4.523107693846493959e+06,-1.355269748808075907e+06,2.546422884197146446e+07,3.092180138856580108e+07,2.112364580283526331e+07,1.253559271600198932e+07,3.480757424591039307e+06,6.303395391977358377e+05,-3.357836910415659659e+06,-2.780055931020525284e+06,1.309057904368610121e+06,1.019464828852670267e+06
4.416742201432089508e+07,1.766370357008874789e+07,-4.879237715287764557e+06,-1.001949588460491225e+07,-4.019523443337666988e+07,-6.151416512316266075e+06,-1.307232712432350127e+03,7.741011731408981689e+01,-6.791864984928238869e+01,-1.688696244216824198e+03,-3.926619718900715725e+03,-1.668440772803037817e+03,-2.221357049902660037e+03,-2.875885626728786519e+03,-3.685928786651430073e+03,-4.790841915168415653e+03,-6.668277652864021547e+03,-1.325180870846826292e+04,-2.143161605671436519e+03,-1.505866936420358252e+04,-2.105064256652440599e+04,-5.078533087962073296e+03,-5.284231638559120256e+03,-6.138114541711783204e+03,-6.958315684112320014e+03,-8.052090713586643687e+03,-9.859246171187041909e+03,-1.580065529817209972e+04,-2.363898526115390472e+06,-2.596477125917441212e+06,-2.480144258168885484e+06,-2.364250022642105818e+06,-2.276207928600809071e+06,-2.187009953239133582e+06,-2.118054646951695904e+06,-1.954549276908544824e+06,-1.572515792569458485e+06,-4.460105917344783084e+05,8.414022104494370520e+06,9.272984636261355132e+06,6.087928699585990049e+06,3.574274602784696966e+06,1.128173494310230948e+06,5.239371890587653033e+05,-6.915662835784452036e+05,-5.626699763727620011e+05,6.597574799593777861e+05,4.095520309847131139e+05
-1.225299889230834693e+07,-4.879237715287766419e+06,1.360581017895065714e+06,2.866271597125081811e+06,1.113105814086858183e+07,1.682521479813233018e+06,3.554366488513101672e+02,-1.928524745342724600e+01,2.333492727292731672e+01,5.460321546922730249e+02,1.244409935099343784e+03,5.347799869805994604e+02,7.007135224750252291e+02,8.934897837741716558e+02,1.128073786775541521e+03,1.443461245902122073e+03,1.969935573988711212e+03,3.760146483204801825e+03,7.860073575185068648e+02,4.909333995624881936e+03,6.554554704465405848e+03,1.584371869490237486e+03,1.599640394372560877e+03,1.818888780531187194e+03,2.022212130735674009e+03,2.298487931501743333e+03,2.756519473320363886e+03,4.227807305977004035e+03,7.278480107287976425e+05,7.601625246379587334e+05,7.073522595756449737e+05,6.619550606493485393e+05,6.279467755011260742e+05,5.949393035683982307e+05,5.687549691466661170e+05,5.184618047779175686e+05,4.095507452167632873e+05,1.106905448023603967e+05,-2.545685697654297575e+06,-2.604043101689610165e+06,-1.640318662825751351e+06,-9.250894192563241813e+05,-2.548403211805435421e+05,-1.062855171382554545e+05,1.905704551491846505e+05,1.454016712738889910e+05,-1.747439193118515832e+05,-1.042944746082595520e+05
-2.399309769004448503e+07,-1.001949588460491225e+07,2.866271597125081811e+06,6.950821856581829488e+06,2.164895872627165914e+07,2.970405239250279032e+06,6.283724705350437034e+02,-1.629961487314623270e+01,1.014929886082545778e+02,2.088357404701149790e+03,4.533329478232107249e+03,1.981193875356085528e+03,2.479206273223449443e+03,3.013519985714191080e+03,3.615724122341418934e+03,4.363190054080359005e+03,5.476673236079246635e+03,8.468323851007986377e+03,3.864278943879403414e+03,1.915094127582428337e+04,2.291046802048554673e+04,5.459530211682762456e+03,4.955279894519158006e+03,5.176649661782820658e+03,5.250138686409409274e+03,5.420545582167700559e+03,5.685354453642279623e+03,6.154068241861923525e+03,2.412206871147001162e+06,2.095471552742157597e+06,1.703170743662813911e+06,1.412145700465745525e+06,1.193609318822541274e+06,1.005194993911689729e+06,8.452297761063657235e+05,6.593204857411583653e+05,4.104887269931482733e+05,3.756083252460687072e+04,-7.867635131610550918e+06,-5.804320751928886399e+06,-2.588910910917154048e+06,-8.145915757632267196e+05,2.959351242970045423e+05,2.700939693080717116e+05,4.615962517489474267e+05,1.515335249063396477e+05,-2.605484548482220562e+05,-8.089842971745839168e+04
-1.181014534911615402e+08,-4.019523443337666988e+07,1.113105814086857997e+07,2.164895872627166286e+07,1.051353070317474008e+08,1.617989600167738460e+07,3.686934224415981589e+03,-2.164354197662628110e+02,3.138469931981464924e+02,2.872910844349451509e+03,6.646248034289142197e+03,3.316509941170069851e+03,4.560308603094194950e+03,6.100060077666519646e+03,8.052710739717839715e+03,1.077091551733817141e+04,1.551223518396771578e+04,3.251648469803528133e+04,1.928521336112639119e+03,2.085593592898979477e+04,3.498582061424567655e+04,9.947362811548780883e+03,1.141007102490711804e+04,1.396472038334308490e+04,1.660345365364566896e+04,1.973682159492569190e+04,2.489736994624078216e+04,4.045099306082320254e+04,5.452060541522888467e+06,6.337138931339743547e+06,6.309100786818710156e+06,6.186679757235197350e+06,6.063026350862440653e+06,5.890435501547962427e+06,5.720109385652672499e+06,5.265513466429194435e+06,4.199511594585453160e+06,1.274568670151607832e+06,-2.180137102252117917e+07,-2.610600126869632304e+07,-1.834762833967813477e+07,-1.103031864953430183e+07,-3.201412115743122995e+06,-7.107593899490014883e+05,2.834218227112602908e+06,2.414764240400361363e+06,-1.257293765427783830e+06,-9.822641061624457361e+05
-1.800246145579370111e+07,-6.151416512316266075e+06,1.682521479813232785e+06,2.970405239250279497e+06,1.617989600167737715e+07,2.659180591294218786e+06,-2.093437813101540996e+03,4.585082700880163742e+01,7.494643801021336316e+00,4.734102762255685093e+01,3.225804574665802988e+02,5.762609476370140982e+01,1.615289175819020784e+02,3.171088833183527527e+02,5.400947980611305184e+02,9.008384235416864385e+02,1.621112825328116742e+03,4.685316703068379866e+03,1.093063791713869222e+02,1.813081164759485773e+03,4.337382937126006254e+03,1.830868679761747671e+03,2.305393322597896713e+03,2.751819702202695225e+03,3.314291558181422715e+03,3.946207818503639828e+03,4.961264697069716931e+03,8.147158365701063303e+03,3.950668126666421304e+05,6.520585194371212274e+05,7.748397843540549511e+05,8.594174613956785761e+05,9.271346947427324485e+05,9.781070847861578222e+05,1.023253730756359058e+06,1.012753999641801231e+06,8.755496749418833060e+05,3.005555062261148705e+05,-1.744938823785511311e+06,-3.191335274960889947e+06,-2.846837509190158918e+06,-2.120716902133014053e+06,-9.891774884357661940e+05,-4.903207617038147873e+05,2.567481729214368679e+05,3.527935394534466323e+05,-2.896096397454456310e+05,-2.317444996323048836e+05
3.090207234343341406e+04,-1.307232712432003609e+03,3.554366488512598607e+02,6.283724705350995237e+02,3.686934224416365396e+03,-2.093437813101474148e+03,4.163250785371381789e+04,-1.815039518781541346e+03,-4.814240358198657646e+02,4.770466530022304141e+02,8.300518971791193508e+02,8.429900011339026378e+02,9.827112390910846216e+02,1.068400413947562356e+03,1.175673440378073110e+03,1.108727620975568470e+03,8.276840235247403825e+02,-4.073365197086929470e+02,-2.664014853321206465e+04,-3.241657872507652792e+04,-3.171805092442235764e+04,-2.245995737978734178e+04,-2.098273025510147636e+04,-1.932063490134362291e+04,-1.798197829718379217e+04,-1.611590969353104265e+04,-1.346891205506061124e+04,-7.223729879524648823e+03,1.267221442660014873e+03,-1.132576056696555497e+03,-1.657941051863080020e+02,-7.901017278251508742e+02,-6.872701868425809835e+02,-7.011957657093746548e+02,-6.826571634761950236e+02,-5.322159933349123548e+02,-2.911187503143953563e+02,1.586311925587579594e+02,5.794967023539768707e+04,2.070712556333716202e+04,3.589481572067057277e+04,2.120731322490176899e+04,2.223088455670827534e+04,2.038212011297780191e+04,1.836765338528649227e+04,1.642864329950704268e+04,1.117189705042171045e+04,3.325218815296066623e+03
-9.586584074002680609e+02,7.741011731410664254e+01,-1.928524745343062463e+01,-1.629961487315391366e+01,-2.164354197662559045e+02,4.585082700880106898e+01,-1.815039518781539982e+03,1.619579889727065165e+02,6.082163964136670842e+01,-3.053810835606559237e+01,-5.625633895407554519e+01,-4.802357400170585322e+01,-4.589871390242107907e+01,-3.796461716339641868e+01,-2.865770880277974797e+01,-1.478431043825983870e+01,-6.050966814334959309e+00,-8.404350990848121228e+01,3.247119462470570397e+03,3.248522959711522162e+03,2.672010335391910303e+03,1.566504992909624889e+03,1.168786257338288351e+03,7.947939947457279004e+02,4.468965741804980212e+02,8.926827764231857998e+01,-2.783891327670112332e+02,-5.509551164008549904e+02,-1.284413128661469727e+02,1.123466106513442071e+02,1.847452741520288555e+01,5.252547349414451361e+01,3.602411563652063364e+01,2.655710993922230045e+01,1.549790491965342021e+01,4.004230219707475058e+00,-2.747769462532582363e+00,1.192602754291211653e+01,-6.025412687394555178e+03,-1.948496182270828513e+03,-2.525464845873687409e+03,-1.277852269438266603e+03,-9.940703849063006601e+02,-6.295707998414208078e+02,-2.675191605435857127e+02,1.143157074667829960e+02,5.266745639476557699e+02,2.463643281002447338e+02
3.963960559101891477e+02,-6.791864983754730645e+01,2.333492727058832372e+01,1.014929886059341868e+02,3.138469932011402648e+02,7.494643801304093245e+00,-4.814240358195975773e+02,6.082163964135165202e+01,3.323315481421253139e+02,-2.371002848011842801e-01,-8.379542594611861794e-01,-1.285697882909049738e+00,-1.647607134454903033e+00,-1.930730301445102937e+00,-2.183009841715772836e+00,-2.409280770881544242e+00,-2.664457360631509175e+00,-3.125355415698862771e+00,8.364707716740645992e+03,-4.662908849090854346e+01,3.667566487749682747e+00,-1.281775064749276183e+01,-3.259403479290751804e+00,-5.410476732133798983e+00,-3.269926148759985551e+00,-2.670570655747241062e+00,-2.274872992008603489e+00,-1.781164773830496983e+00,-2.527912629311833825e+01,-3.278686497779490594e+01,9.379236353231128476e-01,3.054936812464275064e-01,2.542138420619286659e-02,3.702547099908037875e-02,1.192164152770153196e-02,1.067622592204402719e-02,6.302314019107984125e-03,2.193513357908027667e-03,-2.463693907582029624e+03,-2.650092541861125028e+03,-1.774700808011536424e+02,-1.102588824647235981e+02,1.066821130679707608e+01,-7.666989881489980618e+00,2.036546045802015037e+00,-4.343648742466504897e-01,4.570119249145472295e-01,-2.636362605115585844e-01
1.311014616593927894e+04,-1.688696244220784138e+03,5.460321546930829300e+02,2.088357404701974701e+03,2.872910844348376486e+03,4.734102762245822760e+01,4.770466530021525955e+02,-3.053810835606168439e+01,-2.371002847378959055e-01,6.535222367625239713e+03,-4.019977630980748984e+01,-4.294336187481577127e+01,-4.612096530942337580e+01,-4.870080777231865454e+01,-5.069190057486550671e+01,-5.265421658554966200e+01,-5.457744707788320682e+01,-5.744463117267794416e+01,-1.931857978498127579e+02,5.520942994142469252e+04,-6.481325612989566309e+01,-7.261043753165147052e+01,-5.346517503313832265e+01,-3.714126218768112153e+01,-2.845804087025399554e+01,-2.462909617723150291e+01,-1.835924211401864881e+01,-1.035351966375259813e+01,-3.062312120390549353e+03,-5.061659842467122417e+01,-2.413531168935406868e+00,-7.786807581907861930e-01,3.711126078412801954e-02,4.192749019013108924e-02,1.866431291848044682e-02,1.473923856125447518e-02,8.965517451515785802e-03,2.978553845221209532e-03,-1.060575211895558459e+04,-2.108965095592728903e+04,1.331781530139543293e+02,9.470220327270226335e+00,1.134442571327672056e+01,-5.670037376971098553e+00,1.760076701870602278e+00,-3.071053478003649140e-01,5.608139472271573833e-01,-3.434766064451036938e-01
