7.251043819648783654e+06,9.868314278061012737e+05,-2.380763847843912663e+05,9.391302939485605748e+04,-5.762618983664467931e+06,-9.237112216310555814e+05,-3.582900108861513218e+03,2.047838216055479279e+02,2.189351548241993441e+03,1.341612198273892136e+04,3.890864965282602498e+04,5.630188170192331017e+04,1.192710845851723570e+04,3.780974188547450467e+04,5.014748980559888878e+04,5.152071312720980495e+04,-7.367345990363669116e+05,-5.671932864116880810e+05,-4.473745373617640580e+05,-4.076308011429729522e+05,3.617214262606467120e+06,2.027092934924500587e+05,1.706786075597175164e+06,-8.002778479633029783e+05
9.868314278061018558e+05,4.790184846711175051e+05,-1.085049085015184974e+05,-5.471564411094386014e+04,-9.494198247695442988e+05,-1.569866974627476884e+05,9.218951415697223695e+01,-6.445376134922900846e+00,-1.314661912737599323e+02,-3.737651700504879955e+02,-6.419172930013525047e+02,-7.932793282829580903e+02,-6.795354142763426353e+02,-9.216198330691399860e+02,-7.673360736030565477e+02,-7.143984377372062227e+02,-9.485510126263966959e+04,-7.904494122734809935e+04,-7.564808641565477592e+04,-7.352406208845690708e+04,5.236514739684482920e+05,1.851526062146434560e+04,2.829992272993872175e+05,-1.141630832591911749e+05
-2.380763847843915282e+05,-1.085049085015184392e+05,2.602707591448477979e+04,1.547328415123446757e+04,2.287620821901731542e+05,3.722154020667100849e+04,-2.640839773143696334e+01,1.918818119284533719e+00,3.844347337617666938e+01,1.098185039252184367e+02,1.850605345032785181e+02,2.241143058566042328e+02,2.018339529936482677e+02,2.733790615421023062e+02,2.099776704167106232e+02,1.884740511748121889e+02,2.520791445404976184e+04,1.872397985484313176e+04,1.724366310728577810e+04,1.616508592008903724e+04,-1.363393860771212785e+05,-1.584120911746167394e+03,-6.281589437202276167e+04,2.503823348276911565e+04
9.391302939485575189e+04,-5.471564411094372190e+04,1.547328415123444938e+04,4.612547397272837406e+04,-5.112197646100074780e+04,-1.809509814943153106e+04,-6.775423295481893149e+01,6.285858346019701060e+00,1.183588788807470564e+02,3.364754740778757878e+02,4.782308450479902149e+02,4.778390776992557676e+02,6.610655347277901228e+02,8.662435979578361867e+02,3.793680027879248655e+02,2.048175795599596825e+02,3.339082084198623488e+04,-1.119537987712285212e+04,-2.070418670919109718e+04,-2.741344679852836998e+04,-1.355267989380259824e+05,4.902227674699919589e+04,9.586933536685547733e+04,-5.227133512909384444e+04
-5.762618983664467931e+06,-9.494198247695453465e+05,2.287620821901733289e+05,-5.112197646100076963e+04,4.822937665731032379e+06,7.775414285467879381e+05,-3.676858661272519839e+02,2.344520068978466654e+01,8.702244232364564596e+02,1.976656568796668353e+03,3.400940284753250126e+03,4.449183953860323527e+03,3.247306038188008188e+03,2.998112209621200691e+03,3.178697168109187714e+03,3.532568749325423141e+03,5.492937384858307196e+05,4.547458830763605656e+05,3.768115030854844954e+05,3.523660487336701481e+05,-2.978242592495859601e+06,-7.871943508251239837e+04,-1.440028049244332127e+06,6.865150902141446713e+05
-9.237112216310558142e+05,-1.569866974627477175e+05,3.722154020667100121e+04,-1.809509814943154561e+04,7.775414285467879381e+05,1.334522948327600898e+05,-7.214017070606830373e+01,2.782521657858160191e-01,3.578064565512215722e+01,7.569229942641619857e+01,2.044581754335280834e+02,3.660326728809938004e+02,1.243483276232883412e+02,1.734236471592838882e+02,5.255098956734451576e+02,5.381772900145346057e+02,5.731709216026680224e+04,7.237248900226845581e+04,7.212378488860061043e+04,7.547304229974807822e+04,-3.463929431275623501e+05,-4.926941852840089268e+04,-2.907200998016638914e+05,1.338205141903825279e+05
-3.582900108861533226e+03,9.218951415699334007e+01,-2.640839773144183766e+01,-6.775423295482086417e+01,-3.676858661272344762e+02,-7.214017070606774951e+01,7.792723582073758735e+02,-1.999450494377603604e+01,-5.527693452888995580e+02,-7.499505895204072203e+02,-4.978525976398404964e+02,-4.767659374572521642e+02,-3.184143013243466612e+03,-2.994702201180647535e+03,-2.836375555590667773e+03,-1.140814955103935517e+03,6.868398927418646736e+02,1.561976588821766541e+02,2.589881911669904753e+02,1.190121608228114525e+02,5.406520511619980425e+03,6.515398031427421301e+02,3.686218930735997219e+03,-1.291416338745134681e+03
2.047838216055501732e+02,-6.445376134924423184e+00,1.918818119284919632e+00,6.285858346019807641e+00,2.344520068978346217e+01,2.782521657856271702e-01,-1.999450494377602894e+01,2.539721354292216571e+00,5.164089122824709932e+01,4.679240726463289946e+01,2.431439828564807115e+00,-5.520716695379187300e+00,2.908579429883423586e+02,1.623485731031214243e+02,-2.780758747688128452e+01,-2.540690047209658076e+01,-5.332496815235296594e+01,-5.473422715849430631e+00,1.221779673040409353e+00,3.826772787182834978e+00,-3.427538382829062584e+02,1.856239532578186413e+01,1.269531678438249003e+02,-2.355165994533403051e+01
2.189351548242027093e+03,-1.314661912738180263e+02,3.844347337619375082e+01,1.183588788807451806e+02,8.702244232364660093e+02,3.578064565512175932e+01,-5.527693452889000127e+02,5.164089122824720590e+01,1.610074347674507862e+03,-5.191672647670107210e+01,-1.019903098390547314e+02,-1.216957511661291562e+02,8.468290331438129215e+03,-2.204867585144613429e+02,-1.467384829816624858e+02,-1.077059477587141174e+02,-5.605440785427016408e+02,3.812508947397522263e+01,1.265455737521040014e+00,-3.118227860579021460e+00,-3.420770659203607465e+03,-6.954569085978927205e+02,-4.955067803087933243e+01,3.531935190466141705e+01
1.341612198273928152e+04,-3.737651700507292389e+02,1.098185039252637125e+02,3.364754740779196709e+02,1.976656568796501233e+03,7.569229942639481123e+01,-7.499505895204069930e+02,4.679240726463295630e+01,-5.191672647670073104e+01,7.654676177532728616e+03,-3.887835232315858889e+02,-4.623106776690796096e+02,-3.823997768153624293e+02,2.174008541605150094e+04,-5.322290083089936843e+02,-3.860548199122159190e+02,-3.391228372441272768e+03,-1.609170701221563888e+02,-1.890066596421976897e+01,-9.202528214986482880e+00,-8.905850350598389923e+03,2.123573295729936490e+03,4.111953933738939782e+01,1.364513445662478546e+02
3.890864965282622870e+04,-6.419172930017164163e+02,1.850605345033472133e+02,4.782308450480652482e+02,3.400940284753181913e+03,2.044581754335122241e+02,-4.978525976398398143e+02,2.431439828564510020e+00,-1.019903098390736176e+02,-3.887835232315798066e+02,2.101058854867274204e+04,-1.008305992748763060e+03,-6.795737341959777496e+02,-1.419384757689825165e+03,3.031358281039537542e+04,-9.415702149164206958e+02,-7.597335102179095884e+03,-2.664542169694823315e+03,-5.662333438407532640e+02,-1.293983050408638924e+01,-1.766052891694170103e+04,2.218768697146157501e+04,2.741422565016098361e+03,2.914500370559682096e+02
