1.598022869310163151e+04,-2.464049687890549103e+04,5.488829193741341442e+03,4.730278641788083405e+03,4.707793527973759410e+03,-6.045818305615132431e+02,5.542228902841469562e+01,-3.920625575255479589e+02,1.005818546921917829e+02,-1.415515422924439235e+03,7.681565962439491102e+01,2.154902179675858633e+02,2.008517552203462174e+03,3.854877314400373507e+03,3.776680059690318103e+03,-8.483274157260448192e+03,2.173479720965627166e+03,7.976225282435547342e+03,9.228895812643497266e+03,5.135286241140498532e+03,-6.275869816227371302e+03
-2.464049687890548739e+04,5.225630310782988090e+04,-1.181610509923927930e+04,-1.325337424847429065e+04,1.733976677742903485e+04,-1.767292672902817458e+03,-5.351879094787393569e+02,3.211528819680068409e+03,5.388924439534874011e+01,1.295790662459568694e+03,-7.520359083074022521e+01,-1.230291413060216144e+02,-7.042671925969651738e+02,-9.405588784253875474e+02,8.680320381391978799e+02,1.640825014690359239e+04,-1.642270773364336264e+03,-5.046969527889682468e+03,-5.681908855019725706e+03,-1.152376555859970722e+03,1.065074401613103146e+04
5.488829193741340532e+03,-1.181610509923928294e+04,2.741288962810656358e+03,3.237717253735386294e+03,-4.963647151820188810e+03,5.356884483945442526e+02,1.498708660810316360e+02,-8.790964103215846990e+02,-2.303176980820527930e+01,-2.845032475633612989e+02,1.863170312789245742e+01,2.730151788835591020e+01,1.461415759798034628e+02,1.589275997424365983e+02,-3.697310781618245414e+02,-4.269360529587866949e+03,3.746510213043868021e+02,1.121938064133527405e+03,1.201849431600185198e+03,4.808143692958110904e+01,-2.714706063181519767e+03
4.730278641788084315e+03,-1.325337424847429065e+04,3.237717253735385384e+03,5.261612158069739053e+03,-1.638301908148772782e+04,1.853936325635992262e+03,4.171549485896664464e+02,-2.430143053903183954e+03,-1.379644243608900922e+02,-1.031275289372639463e+02,3.003482042786896145e+01,2.793948811915308639e+01,-8.539632402070350281e+01,-7.255021242352615900e+02,-2.491847496134916582e+03,-9.203897121091833469e+03,4.211003223318596156e+02,4.227380116205770264e+02,-4.307971467732156157e+02,-2.399906143675935255e+03,-5.206621612524144439e+03
4.707793527973760320e+03,1.733976677742904576e+04,-4.963647151820187901e+03,-1.638301908148773327e+04,1.028959680122271529e+05,-1.100216835555367470e+04,-2.168530307685354273e+03,1.320159826324729511e+04,1.033119571359611427e+03,-2.498350981224602037e+03,3.179865876646215384e+01,4.397826895856948113e+02,4.137285592160419583e+03,9.779680021240261340e+03,1.846154645482794876e+04,3.892971043561581610e+04,4.099317364736134550e+03,1.319178608297937171e+04,1.688601935020796373e+04,1.940713357855339200e+04,1.926822110295933817e+04
-6.045818305615107420e+02,-1.767292672902817912e+03,5.356884483945443662e+02,1.853936325635992262e+03,-1.100216835555368016e+04,1.229844186022776057e+03,2.435363275569849577e+02,-1.436478041751133787e+03,-1.133755361730475215e+02,2.623258687646218732e+02,1.125757869731476291e+00,-3.564677764814527450e+01,-2.879265355456439579e+02,-9.431911991410318024e+02,-2.173071884596805376e+03,-4.326024545980016228e+03,-3.508671682655342465e+02,-9.319989902186578092e+02,-1.755588759081714443e+03,-2.473774511213266123e+03,-2.066287497468770653e+03
5.542228902841442562e+01,-5.351879094787396980e+02,1.498708660810316644e+02,4.171549485896665601e+02,-2.168530307685354273e+03,2.435363275569850430e+02,5.174362960705089876e+01,-3.055409761023582860e+02,-2.162871108746569249e+01,2.437388127198872212e+01,2.384098473247002303e+00,-1.060424813372911945e+00,-1.470819109309342032e+01,-1.051325014707645664e+02,-3.699026533499313132e+02,-1.066582202297113554e+03,-7.483694058549327011e+00,-2.218916243603936778e+01,-1.678291603384868438e+02,-4.245393218715919943e+02,-5.545928861736529143e+02
-3.920625575255466515e+02,3.211528819680069319e+03,-8.790964103215841305e+02,-2.430143053903183954e+03,1.320159826324729511e+04,-1.436478041751133560e+03,-3.055409761023583997e+02,1.845430407999945601e+03,1.279084838031353826e+02,-1.335475119769326398e+02,-1.306925797790325916e+01,4.555723234315044223e+00,1.869565296008239557e+02,7.505708081486802712e+02,2.082127671283774362e+03,6.369638660906171935e+03,5.917589239950867608e+00,4.328379737350186360e+02,1.127826053205368225e+03,2.229012384558680424e+03,3.391318645127523723e+03
1.005818546921918397e+02,5.388924439534864774e+01,-2.303176980820525088e+01,-1.379644243608900638e+02,1.033119571359611200e+03,-1.133755361730475357e+02,-2.162871108746568893e+01,1.279084838031353684e+02,1.605931927885715282e+01,-7.481847516019084310e+01,5.185205296271000464e+00,2.342436071162609323e+01,5.590308815152384625e+01,5.502960017586359243e+01,8.622289660131559685e+01,4.918914265800443104e+02,2.580789951123389301e+02,2.548440845973414639e+02,1.430876575287453250e+02,8.186130532004202109e+01,2.168495114179523853e+02
-1.415515422924436962e+03,1.295790662459568239e+03,-2.845032475633611853e+02,-1.031275289372640600e+02,-2.498350981224602037e+03,2.623258687646217027e+02,2.437388127198872567e+01,-1.335475119769326682e+02,-7.481847516019081468e+01,6.802144436529163158e+02,-6.861453316446184658e+01,-2.976708387367768296e+02,-4.650023694372021055e+02,-3.394937087903524571e+02,-1.562877838291138630e+02,-2.445015906720559542e+02,-3.161899356654116673e+03,-2.046258098934887357e+03,-9.631841333987790676e+02,-1.000109028208799629e+02,2.782381103333916599e+02
