2.659314199142289814e+06,-6.770971505145580741e+05,1.801423177209674031e+05,4.312869259561810177e+05,-1.757615409587211441e+06,-3.298902362811595667e+05,-6.167378274275572039e+04,-3.300900065073423320e+05,-2.796622494769978948e+04,-1.827443777786798310e+05,-1.478607839986004401e+05,-1.327689512063091970e+05,-1.245143529845110461e+05,-1.187758927017223323e+05,6.977258807471133769e+05,2.265929087132543209e+05,1.833864492554186145e+05,1.519471705723289633e+05,-2.102441429990657198e+05
-6.770971505145579576e+05,8.007923155737984926e+05,-1.671114420256943267e+05,-1.710110088260837365e+05,2.332924785682602960e+05,6.479628018697933294e+04,1.376490086674136910e+04,5.769827569345507072e+04,7.120809211175369455e+03,-9.412934094717043990e+03,2.815071741504812053e+03,2.057228652700576276e+04,3.084293094843990184e+04,5.053857472465674073e+04,2.008890162258657801e+04,-3.628674577600321209e+04,-6.162080173923054099e+04,-9.444223423859885952e+04,6.483367878849673434e+04
1.801423177209673740e+05,-1.671114420256942394e+05,3.841991145474459336e+04,4.369015981862288027e+04,-7.192844179520326725e+04,-1.904776974299933499e+04,-3.972441956988078800e+03,-1.703625651528682647e+04,-1.996587332198959302e+03,1.320643027363721785e+03,-1.905368663229364756e+03,-6.321330194073469102e+03,-9.446517168395255794e+03,-1.294172316990968466e+04,-1.058561692672449226e+03,1.135862487011766461e+04,1.926504259102970900e+04,2.237352969390783255e+04,-1.635310245806485545e+04
4.312869259561811923e+05,-1.710110088260836201e+05,4.369015981862288754e+04,8.063052068670034350e+04,-2.596804388456161250e+05,-5.327233996701870637e+04,-1.039527037645989731e+04,-5.249595911662281287e+04,-4.944940138168697558e+03,-1.534021238823452950e+04,-2.034433743721458086e+04,-2.241350286747314021e+04,-2.317206386356859730e+04,-2.346739939967158716e+04,6.221752043682535441e+04,4.226611944207835040e+04,3.868175541516022349e+04,3.328221308623230289e+04,-3.867311843153867812e+04
-1.757615409587211674e+06,2.332924785682603251e+05,-7.192844179520328180e+04,-2.596804388456161832e+05,1.253457852794574108e+06,2.250220656528228137e+05,4.160320253473436605e+04,2.307144972455474490e+05,1.880540191063475504e+04,1.413449646284084010e+05,1.113582381931295095e+05,9.351185682333745353e+04,8.194686988936350099e+04,7.413145945134162321e+04,-5.333096190969251329e+05,-1.585141334988759481e+05,-1.103030581315594609e+05,-8.148742676624860906e+04,1.404308368807614897e+05
-3.298902362811597413e+05,6.479628018697935477e+04,-1.904776974299933863e+04,-5.327233996701870637e+04,2.250220656528227264e+05,4.323767224255187466e+04,8.317052931556452677e+03,4.391749958542210516e+04,3.929869580082225184e+03,1.739177052998473664e+04,1.824498858389814632e+04,1.829256337906196859e+04,1.821397771343369459e+04,1.731423848904385886e+04,-6.891966424891859060e+04,-3.265513558251133509e+04,-2.789765187527271337e+04,-2.269854399083093449e+04,3.063362007670360981e+04
-6.167378274275570584e+04,1.376490086674136728e+04,-3.972441956988081529e+03,-1.039527037645989549e+04,4.160320253473435150e+04,8.317052931556452677e+03,1.653553725783478967e+03,8.509738031722505184e+03,8.182784748412997260e+02,2.109183493715319401e+03,2.931066839420618180e+03,3.472295753034504287e+03,3.854432398136431857e+03,3.992503783558940540e+03,-8.929645286801936891e+03,-6.128592860618860868e+03,-6.124946858524692288e+03,-5.593100582777454292e+03,6.657545204049471977e+03
-3.300900065073423320e+05,5.769827569345506345e+04,-1.703625651528681919e+04,-5.249595911662276922e+04,2.307144972455474781e+05,4.391749958542209060e+04,8.509738031722505184e+03,4.536587017268206546e+04,4.100787320102234844e+03,1.654863294737276738e+04,1.873623583964942009e+04,1.904213555652541254e+04,1.874660046099855026e+04,1.834446248890694915e+04,-6.614745971916824055e+04,-3.441500348970112827e+04,-2.821015908281419979e+04,-2.300913135648440948e+04,3.263253473180361470e+04
-2.796622494769980403e+04,7.120809211175368546e+03,-1.996587332198959530e+03,-4.944940138168699377e+03,1.880540191063475140e+04,3.929869580082225184e+03,8.182784748412996123e+02,4.100787320102233934e+03,4.347831251229167719e+02,3.734331287531003909e+02,9.112048967993391670e+02,1.478886556480479840e+03,2.002469796873644782e+03,2.490889028043937287e+03,-1.949529015547094787e+03,-2.426079595236243222e+03,-3.229804456390319501e+03,-3.687966345031577930e+03,3.789743205817841044e+03
-1.827443777786800347e+05,-9.412934094717051266e+03,1.320643027363721785e+03,-1.534021238823454587e+04,1.413449646284084592e+05,1.739177052998471117e+04,2.109183493715321219e+03,1.654863294737278557e+04,3.734331287531003909e+02,6.035095011236523715e+04,-1.350695712975102651e+03,1.263966624327946597e+00,6.640556099402984691e-03,4.205955770211073893e-04,-1.901141333602599043e+05,4.069182896091551811e+04,-1.728272826506086233e+02,-4.688974791825955002e+00,-3.400667516771835874e-01
