6.291751130187575473e+05,-7.370138783670158591e+04,2.128919393774743367e+04,7.966380953155022871e+04,-4.084103471018252894e+05,-7.468568294998901547e+04,-1.202023229163436190e+04,-6.621019182453793474e+04,-3.697466790517125446e+03,-6.342926247144654917e+04,-4.583574971363679651e+04,-3.850953584416535159e+04,-4.017020653048395616e+04,-7.403610469840556334e+02,3.776259275074495747e+01,-1.853319546720656333e+06,-2.952740805687965258e+04,5.011982423051500809e+05,1.999444347573530104e+05,3.438620476424865728e+02,2.488911641430059717e+03,7.929443446865226178e+03,1.196747097507403305e+04,1.733810332382912293e+03,6.960360087251002369e+03,1.111392253526350760e+04,1.204496266273221590e+04
-7.370138783670164412e+04,1.156244665125695465e+05,-2.386385111901112396e+04,-2.190277234916178350e+04,1.394216524184044465e+04,5.082817638896139215e+03,9.588089652718226716e+02,3.828872975665889044e+03,3.903839549324210338e+02,-2.744983774800055926e+03,-5.335987244384290307e+02,3.266633336061348928e+03,8.622401662420284993e+03,1.169107062020000853e+01,-1.013859741789801205e+00,-8.032030225526761205e+04,-4.645222631542664203e+03,-5.256518659392100381e+04,-4.931808259005083528e+04,-1.837827838135586234e+01,-3.454364908032229664e+01,-1.460775157166875715e+01,2.250483650781700362e+01,-1.058358191042154317e+02,-1.201094885177739116e+02,-6.013708009218811412e+01,9.374734473081787200e+00
2.128919393774742639e+04,-2.386385111901112032e+04,5.475525402108185517e+03,5.768798265110632201e+03,-6.389680057938584469e+03,-1.806087181019025820e+03,-3.276782567677192901e+02,-1.443168668281604823e+03,-1.259350327810310262e+02,4.190325876148861539e+02,-2.076914267882040406e+02,-1.202783415060890547e+03,-2.388574861940438950e+03,-2.924484497542519268e+00,2.395182304492347869e-01,1.267701817773007679e+04,9.526081632235652705e+02,1.785358133485913277e+04,1.365289375067347100e+04,3.589778631374775042e+00,6.848246922053821351e+00,2.206486084561710470e+00,-6.640345498951916170e+00,2.347845039378264786e+01,2.935952231788698441e+01,1.525122529717610576e+01,-2.685233028463557048e+00
7.966380953155025782e+04,-2.190277234916177986e+04,5.768798265110630382e+03,1.348874776545626810e+04,-5.121974121461498726e+04,-9.169761835650959256e+03,-1.563528815854579079e+03,-8.968505631195937895e+03,-5.755104106677915752e+02,-3.883904090631418967e+03,-5.459725236559231234e+03,-5.950612700308724015e+03,-7.049891372888671867e+03,-3.945068252968983558e+00,3.577630901305621780e-01,-1.069245260292188032e+05,-3.097651279847344995e+03,7.917341650729934918e+04,3.557539520498352067e+04,-2.370173498705586468e+00,-1.603133964412592150e+00,-1.228421948868094660e+01,-2.966873552562111627e+01,1.793671658441220984e+01,5.355814279139849532e+01,8.593007731581565167e+00,-1.968731884855225189e+01
-4.084103471018255223e+05,1.394216524184037735e+04,-6.389680057938575374e+03,-5.121974121461503091e+04,3.098310502968194196e+05,4.827596876016142051e+04,7.835694221475594532e+03,4.909695565188866749e+04,2.735445509178241991e+03,4.185332629600571090e+04,3.256540956741235641e+04,2.719585353465290609e+04,2.736303168715572247e+04,-8.831665868137838515e+01,6.670930943566624194e+00,1.183959807696978794e+06,4.540707766471562354e+04,-3.515301258991410723e+05,-1.297229036162062403e+05,3.059734765910363308e+02,5.730975823594875465e+02,7.743095855488174948e+02,8.824299970621391367e+02,1.098961503653023556e+03,6.447960703482449389e+02,4.951479570114934177e+02,4.746509794684029657e+02
-7.468568294998901547e+04,5.082817638896141034e+03,-1.806087181019023774e+03,-9.169761835650961075e+03,4.827596876016139868e+04,9.593590515334535667e+03,1.600393786902113106e+03,8.183172069955461666e+03,4.736395830859218563e+02,6.072284857601270232e+03,5.696669921917459760e+03,5.316019288350967145e+03,5.721597912576647104e+03,2.170457378313644199e+02,-5.447810797703887431e+00,1.812028391332923202e+05,6.398362920239214873e+02,-6.789082524479602580e+04,-2.960065387861208364e+04,-5.381523030563027277e+01,-3.754454484451053418e+02,-1.319101200367045294e+03,-2.186600469244389387e+03,-3.112643184749482543e+02,-1.184552703741202322e+03,-2.403653601996019006e+03,-2.725485008114655557e+03
-1.202023229163436554e+04,9.588089652718228990e+02,-3.276782567677190627e+02,-1.563528815854577715e+03,7.835694221475589075e+03,1.600393786902113106e+03,2.766434434771264819e+02,1.388625287213881165e+03,8.572396901001017966e+01,6.955661744335832282e+02,8.730402009560597207e+02,9.602113420636826504e+02,1.142660829210588645e+03,3.954596736579836147e+01,-5.037788265845738467e-01,2.078812766663135699e+04,-3.203572968621278960e+01,-1.227789484129520679e+04,-6.065217112809903483e+03,-5.230952316998394025e+00,-4.575954475613522021e+01,-1.914194538073046203e+02,-3.570283251909335149e+02,-3.204410875732597930e+01,-1.527235417296290905e+02,-4.033440217988991208e+02,-5.086042076163331558e+02
-6.621019182453799294e+04,3.828872975665889044e+03,-1.443168668281605733e+03,-8.968505631195941532e+03,4.909695565188865294e+04,8.183172069955458937e+03,1.388625287213882075e+03,8.351579190528955223e+03,5.148190854489039339e+02,4.409237755674004802e+03,5.164704799257442573e+03,5.210821177854013513e+03,5.866989402731401242e+03,-2.921851161367627014e+00,-9.248261112571709575e-03,1.217494489938061743e+05,4.135157613730013509e+03,-6.832050368700866238e+04,-2.869079652850507409e+04,9.035942591902825782e+00,1.483662893775509417e+01,2.746576368634738685e+01,4.144505121178002582e+01,2.131547678231501664e+01,-2.643664959716346630e+00,2.378614505748478791e+01,3.570706791900138910e+01
-3.697466790517126356e+03,3.903839549324216023e+02,-1.259350327810310546e+02,-5.755104106677911204e+02,2.735445509178241991e+03,4.736395830859217995e+02,8.572396901001022229e+01,5.148190854489039339e+02,3.981754156253066412e+01,6.603331634406606554e+01,2.103709853725908943e+02,3.362975949601776051e+02,5.171985673790437659e+02,-2.594113517848495931e+01,2.227191083996881427e-01,1.422565777268036527e+03,1.455449446700967542e+01,-4.771981109651136649e+03,-2.630261928571838780e+03,9.195801046040006810e+00,1.606934419826988147e+01,1.316706658041333711e+01,1.350058334781942904e+01,5.520192236199438440e+01,7.110288549545829540e+01,9.815756468679460056e+01,3.879079699082592469e+01
-6.342926247144651279e+04,-2.744983774800063202e+03,4.190325876148885982e+02,-3.883904090631425788e+03,4.185332629600573273e+04,6.072284857601272051e+03,6.955661744335834555e+02,4.409237755674006621e+03,6.603331634406592343e+01,2.160534175841206161e+04,-1.148328844972658317e+03,2.837541829588107589e+01,2.865966550557779158e+00,1.332820675287252072e+02,-1.018402211576275640e+01,6.475499878858866869e+05,1.890914509151921811e+04,-6.821679453432598166e+02,-5.109981050707432360e+01,-7.981440045126076654e+01,-6.305582942429438162e+02,-1.473369850964543730e+03,-1.736860523718864442e+03,-4.910511365368275847e+02,-1.919952273497086935e+03,-1.616637582492771344e+03,-1.195499709785284267e+03
