2.616492565987566710e+08,1.154228775587411225e+08,-3.263265396818152070e+07,-7.577047064188441634e+07,-2.404303984097623825e+08,-4.222909844338148087e+07,-6.899210871080860496e+06,-3.771231296151597053e+07,-1.967102412416324019e+06,-1.188336324179315381e+07,-1.373110175344932452e+07,-1.336234754122865200e+07,-1.307278930895391479e+07,-1.287681408964665234e+07,-1.258241536959349178e+07,-1.232474721744786389e+07,-1.138054040152209252e+07,-9.006326874975312501e+06,-2.566690459674346261e+06,3.470389043456172198e+07,4.649655189452417940e+07,3.340501902266538888e+07,2.230675679964946210e+07,8.727965282255576923e+06,4.342116221486601047e+06,-3.448790132278717589e+06,-3.189229306616525631e+06,4.515529082175376825e+06,2.813236834915004205e+06
1.154228775587410927e+08,5.843359340696744621e+07,-1.655425207943373919e+07,-3.974204068763104081e+07,-1.088825206600266993e+08,-1.973348546295140311e+07,-3.283655307640844025e+06,-1.731913284281452000e+07,-9.209484740540132625e+05,-4.803939354310338385e+06,-6.024350354558029212e+06,-6.050419622264714912e+06,-6.032408352363497950e+06,-6.017307777701042593e+06,-5.929966618378721178e+06,-5.859992546954151243e+06,-5.439518471244848333e+06,-4.310856149347931147e+06,-1.166717981345765525e+06,1.185970818307265453e+07,1.773706683862806857e+07,1.285223632737033442e+07,9.087255158771190792e+06,4.315335896611330099e+06,3.009594512144258246e+06,-3.933957043464291201e+04,-1.386522669692476629e+05,2.842383401910125744e+06,1.460419159184804885e+06
-3.263265396818152070e+07,-1.655425207943374105e+07,4.709972504663398489e+06,1.146876827487288602e+07,3.073304873039275035e+07,5.581631919719290920e+06,9.234899118120494531e+05,4.841634003924267367e+06,2.532555983337542857e+05,1.492626027962905355e+06,1.802377294807734899e+06,1.768881024335572263e+06,1.734156061171874404e+06,1.706613116801114520e+06,1.662284176452554064e+06,1.624411478004647885e+06,1.489400608970983885e+06,1.161544985659316648e+06,3.019219422828751267e+05,-3.602789159389034379e+06,-5.110434467420967296e+06,-3.559874433945219032e+06,-2.452979152161307633e+06,-1.122707055015616119e+06,-7.826961789210085990e+05,3.219438893933155123e+04,2.745832361046007281e+04,-7.811036106808442855e+05,-3.854628843327839277e+05
-7.577047064188441634e+07,-3.974204068763101101e+07,1.146876827487289160e+07,3.000403248931577802e+07,7.084675559545415640e+07,1.304291604656854272e+07,2.086393539495089324e+06,1.051816543636074662e+07,4.905126160370461876e+05,5.150329926214279607e+06,5.576076213235665113e+06,4.990445703609574586e+06,4.502900367677632719e+06,4.097925257406444289e+06,3.696425274134245701e+06,3.333028046353267506e+06,2.773214180546851363e+06,1.881016402481053956e+06,3.198962015241159825e+05,-1.141219112874616124e+07,-1.350837124381345510e+07,-7.480852488691342995e+06,-4.139123646272808313e+06,-1.219386382446674164e+06,-8.818272644102486083e+05,3.363237508368664421e+05,-9.357064129575056722e+04,-1.479846819079633104e+06,-5.103027083138497546e+05
-2.404303984097623825e+08,-1.088825206600267440e+08,3.073304873039275408e+07,7.084675559545415640e+07,2.227082080967989266e+08,3.930753809835857153e+07,6.498379277114375494e+06,3.544317129966957867e+07,1.888398015178731643e+06,9.285397851449726149e+06,1.172948273512079939e+07,1.192272640354939736e+07,1.199121824123143032e+07,1.204378720600876398e+07,1.195014756162235513e+07,1.186043928671676107e+07,1.107074695798358135e+07,8.857930709540372714e+06,2.543629738976626657e+06,-2.774869088993094862e+07,-4.094534111132699251e+07,-3.065173484980446845e+07,-2.120544468074112386e+07,-9.039998982885433361e+06,-4.961804152162606828e+06,2.331710255222992506e+06,2.400066152512437664e+06,-4.770582408651518635e+06,-2.860702104073128663e+06
-4.222909844338148087e+07,-1.973348546295140684e+07,5.581631919719290920e+06,1.304291604656854458e+07,3.930753809835855663e+07,7.051785571594178677e+06,1.174719811305837240e+06,6.310694873492241837e+06,3.424948211285352590e+05,1.622307982220071135e+06,2.057609418810633710e+06,2.083796432523616124e+06,2.093188148382519372e+06,2.106287565521321259e+06,2.110038710897741374e+06,2.122832318914599717e+06,2.010636181884657824e+06,1.650603117621825542e+06,5.024558106227163807e+05,-4.096792749692131300e+06,-6.537795743759945035e+06,-5.038654593833177350e+06,-3.686909909511342645e+06,-1.782427096523283049e+06,-1.089770170096498681e+06,1.595315848923432059e+05,3.157722166941560572e+05,-9.265056449549590470e+05,-5.614701109434000682e+05
-6.899210871080862358e+06,-3.283655307640844025e+06,9.234899118120495696e+05,2.086393539495089091e+06,6.498379277114374563e+06,1.174719811305836774e+06,2.013365542425688764e+05,1.085917453740320401e+06,6.287874225324633881e+04,1.600425562956023496e+05,2.605754769733015564e+05,2.955306478952684556e+05,3.201648007654105313e+05,3.414802424957000185e+05,3.595812832551358733e+05,3.788747799884998822e+05,3.759034813235569745e+05,3.261772237758635310e+05,1.099568977865466586e+05,-4.076175856496194610e+05,-8.960418332366584800e+05,-7.995659592233941657e+05,-6.586660156328955200e+05,-3.822900918327765539e+05,-2.622795588701241650e+05,-3.444056496294056706e+04,2.698856473791337703e+04,-1.912041461166948429e+05,-1.218469911162327917e+05
-3.771231296151597798e+07,-1.731913284281452000e+07,4.841634003924266435e+06,1.051816543636075035e+07,3.544317129966958612e+07,6.310694873492240906e+06,1.085917453740321100e+06,5.983201325545967557e+06,3.505152632359765121e+05,6.754772785893949913e+05,1.209210595879316563e+06,1.465819978074276587e+06,1.666325225974922068e+06,1.841707031040676637e+06,1.984269148034882266e+06,2.121887006856597029e+06,2.130009782192955259e+06,1.847897284511166159e+06,6.002313930407274747e+05,-2.214125086860245559e+06,-4.946268573029647581e+06,-4.700591566737068817e+06,-3.906043035079849884e+06,-2.232529518768663984e+06,-1.485063407059204532e+06,-4.544528363535834796e+04,2.601052910457871330e+05,-1.037306823145270580e+06,-6.709856836821701145e+05
-1.967102412416325416e+06,-9.209484740540133789e+05,2.532555983337542566e+05,4.905126160370459547e+05,1.888398015178730711e+06,3.424948211285354919e+05,6.287874225324634608e+04,3.505152632359764539e+05,2.448558528202267189e+04,5.736990141397026491e+03,1.948895599001497249e+04,3.423307954700422852e+04,5.107488762854234665e+04,7.045338139176233381e+04,9.191194745705048263e+04,1.176714462062971870e+05,1.419546505729221972e+05,1.524557147448033211e+05,7.118673365247606125e+04,-2.835057469852013674e+04,-1.049849982204201078e+05,-1.567457766158842132e+05,-1.887178432986491825e+05,-1.595802566889809386e+05,-1.375668861367427744e+05,-6.503856905534643010e+04,-1.603067463486183988e+04,-9.266603445678761636e+04,-7.699156983446091181e+04
-1.188336324179314822e+07,-4.803939354310339317e+06,1.492626027962904889e+06,5.150329926214294508e+06,9.285397851449733600e+06,1.622307982220070902e+06,1.600425562956026406e+05,6.754772785893946420e+05,5.736990141397028310e+03,7.558341190414285287e+06,-3.033822054435354657e+05,7.481661463120322878e+03,2.669752931710700068e+02,2.198828108945836846e+01,1.677480724136160672e+00,1.171270064672927935e-01,5.970637098140651848e-03,1.583429973562017049e-04,1.218307911012753405e-06,-1.222912438948445953e+07,6.813300872220415622e+06,-8.008627153524092864e+05,-3.350127192733089760e+04,-2.959526620542775618e+03,-2.640107099854743637e+02,-2.381010305861160603e+01,-1.417802898113374788e+00,-3.871186656426974654e-02,-1.615297988448390109e-04
-1.373110175344932266e+07,-6.024350354558025487e+06,1.802377294807734666e+06,5.576076213235666044e+06,1.172948273512079939e+07,2.057609418810634874e+06,2.605754769733013818e+05,1.209210595879316796e+06,1.948895599001498704e+04,-3.033822054435354075e+05,8.171449780498742126e+06,-5.770176932882640976e+05,1.807038979475046290e+04,4.055295355462116049e+02,2.936940293289647030e+01,1.875851598641897988e+00,9.010630222746117413e-02,2.289132578498215189e-03,1.683682689496442307e-05,-6.731714066134047695e+06,-1.629512656400482729e+07,1.641925390929812938e+07,-1.774066243444938678e+06,-4.627665014644306939e+04,-4.103935980542917605e+03,-3.512060198547438858e+02,-2.027643860004289067e+01,-5.427353729796671189e-01,-2.227381572083354279e-03
-1.336234754122865386e+07,-6.050419622264714912e+06,1.768881024335572962e+06,4.990445703609574586e+06,1.192272640354939736e+07,2.083796432523616590e+06,2.955306478952683974e+05,1.465819978074276820e+06,3.423307954700424307e+04,7.481661463120321059e+03,-5.770176932882638648e+05,7.905133408228835091e+06,-7.440553399361206684e+05,2.743893191260188905e+04,4.351372198444301489e+02,2.805327650718872334e+01,1.242186563616003214e+00,2.962689635616302594e-02,2.011512676140790894e-04,6.311876323595306603e+05,-1.336542528394605964e+07,-1.395924325727069378e+07,2.096113546283020079e+07,-2.601707193368103821e+06,-5.210689339255225059e+04,-4.665266602727258942e+03,-2.546916347466845139e+02,-6.545922077856416443e+00,-2.548870560571701860e-02
-1.307278930895390548e+07,-6.032408352363510057e+06,1.734156061171874870e+06,4.502900367677634582e+06,1.199121824123142660e+07,2.093188148382522631e+06,3.201648007654103567e+05,1.666325225974918809e+06,5.107488762854233210e+04,2.669752931710703479e+02,1.807038979475046654e+04,-7.440553399361203192e+05,7.519560665377364494e+06,-7.618675204625020269e+05,2.452661181491885873e+04,3.652301344125259561e+02,1.541555504573392277e+01,3.331419246009473811e-01,1.986108308385731765e-03,3.000848477769034434e+04,1.742309034053416457e+06,-1.750694555525107682e+07,-1.111290269300530106e+07,2.134265320796132088e+07,-2.418061559307098854e+06,-5.204747197393946408e+04,-2.756194363732910460e+03,-6.601895377448164481e+01,-2.346695200949037441e-01
