3.417091225908973138e+04,-3.043637887485312967e+04,7.930602271957380253e+03,1.532469221290437235e+04,7.440792736371206411e+04,-5.262437827949145685e+03,-6.464906447427638341e+02,6.587579533471681316e+03,6.939876464726501126e+02,-4.149212986237421319e+03,2.979733633091744878e+02,7.446398644924960308e+01,8.510692263973786567e+02,2.014544994719560236e+03,3.291295989437989647e+03,4.571976523114080919e+03,5.840802077436040236e+03,7.016813409762551601e+03,8.047686594904400408e+03,8.752239258309118668e+03,7.381923383374864898e+03,1.044226782283265493e+03,9.462203930022378700e+03,1.371054120219215838e+04,1.610920222245555669e+04,1.685391796010198959e+04,1.681289738532475167e+04,1.560968867477586173e+04,1.328028246624771236e+04,9.406839291756488819e+03,1.824854709159435515e+03
-3.043637887485314423e+04,4.882315734109169716e+04,-1.205518247136191712e+04,-2.080519339870481053e+04,-4.891825833724386757e+04,3.030216826555720672e+03,3.380310659297243205e+02,-4.566829074450630287e+03,-7.546406334705784502e+02,4.806981227246182243e+03,-3.349066053980437800e+02,-3.369497741149245940e+00,-2.117426003809379722e+02,-6.647976332604679328e+02,-1.293786907375310420e+03,-2.060409469010504381e+03,-2.970735260649093561e+03,-3.976949580209580290e+03,-5.085115796744240470e+03,-6.220945572786360572e+03,-6.308102944660530738e+03,-1.318565916558866547e+03,-4.878573770527012130e+03,-7.504826565757531171e+03,-9.463444802432044526e+03,-1.069976111448410848e+04,-1.137011192809675231e+04,-1.116611736426821699e+04,-9.870837321704417263e+03,-6.831042905067888569e+03,-1.317750832246886148e+02
7.930602271957379344e+03,-1.205518247136191530e+04,3.086144068479902671e+03,5.726493142327653004e+03,1.381859326354341829e+04,-8.402037085724961116e+02,-9.580359345523704917e+01,1.302978418288583271e+03,2.010038752229478405e+02,-1.271092838753760816e+03,9.064346109961545039e+01,8.392261940410545851e-01,6.510066129382671818e+01,1.994651503973799151e+02,3.806199498714407810e+02,5.969780177216165384e+02,8.500992894423022790e+02,1.126910909002737071e+03,1.429856557306984769e+03,1.745439010548399665e+03,1.845277045134341051e+03,3.657367104009364880e+02,1.387740029718346250e+03,2.130257734776396774e+03,2.662085885301189592e+03,2.980980272768499617e+03,3.140674852185367399e+03,3.058848591748576837e+03,2.694171505018511652e+03,1.894524128515919301e+03,1.988879747746281055e+02
1.532469221290437054e+04,-2.080519339870481781e+04,5.726493142327649366e+03,1.362141481548037154e+04,2.829920316203563561e+04,-1.551481973236909880e+03,-1.688401558799558586e+02,2.670087485118030145e+03,4.085941217928751712e+02,-2.686364351006508969e+03,2.160097207440334444e+02,2.406196221026446924e+00,2.218099394092818670e+02,5.953892468337234050e+02,1.036780558777095848e+03,1.508354546428010735e+03,2.007792960978499195e+03,2.501247147715142091e+03,2.982916162858015923e+03,3.411491922438638994e+03,3.339808505447025709e+03,1.041089618648133637e+03,3.947657167278448014e+03,5.692534421641822519e+03,6.653013203344909016e+03,6.988278440989956835e+03,6.905541191233814061e+03,6.279790442197402626e+03,5.161521094937906128e+03,3.374831226645029346e+03,3.697840326997161355e+02
7.440792736371206411e+04,-4.891825833724383119e+04,1.381859326354341465e+04,2.829920316203563561e+04,2.735190105199714308e+05,-2.006566156025174496e+04,-2.953429227519522556e+03,2.720405769031717864e+04,1.741349053878169570e+03,-7.213096052540120581e+03,3.812147891769217267e+02,1.264797240450377558e+02,1.436178052762601510e+03,3.729786980063924148e+03,6.718125742072732464e+03,1.028912211368312819e+04,1.458508353541371980e+04,1.966666754873002719e+04,2.602978279693125660e+04,3.516053430799579655e+04,5.576432460901706509e+04,9.572780683506380228e+02,1.325692052270346539e+04,2.233780332162468403e+04,2.969033284490014921e+04,3.477497942193345079e+04,3.931076350454433850e+04,4.201530104135496367e+04,4.318114467711435282e+04,4.275288046524184756e+04,3.571538996793665137e+04
-5.262437827949145685e+03,3.030216826555718853e+03,-8.402037085724965664e+02,-1.551481973236910562e+03,-2.006566156025175223e+04,1.624554726860966412e+03,2.457711027004164919e+02,-2.045552632868931369e+03,-1.590892698582808862e+02,7.652337138989139476e+02,-5.144966455039973141e+01,4.457644885187773021e+00,-5.421168798396785604e+01,-1.639991829271988024e+02,-3.390649322388039764e+02,-5.822986709158271879e+02,-9.091683867359354281e+02,-1.333023794830235147e+03,-1.912419303813922397e+03,-2.798390467787274247e+03,-4.847216339069832429e+03,-5.382654151765107144e+02,-8.159572047938908099e+02,-1.254850758917088342e+03,-1.735135772091870422e+03,-2.173255914057820519e+03,-2.625147592435963816e+03,-3.006294069362407754e+03,-3.316770428547513802e+03,-3.534075183204586665e+03,-3.176967477150780724e+03
-6.464906447427638341e+02,3.380310659297243205e+02,-9.580359345523699233e+01,-1.688401558799558302e+02,-2.953429227519522101e+03,2.457711027004165487e+02,3.963999091613611370e+01,-3.208919209242631609e+02,-1.943253845334915653e+01,6.711451150895565831e+01,-2.841624566929911389e+00,5.357563159729391566e-01,-1.740148256212215472e+00,-8.376782964089674266e+00,-2.393880757640487289e+01,-5.123242454471677121e+01,-9.465617321569453679e+01,-1.589422879965167397e+02,-2.577251804411054650e+02,-4.277266551248521296e+02,-8.859632330598170711e+02,-3.530348438215818874e+01,-3.527180326731311766e+01,-6.506119868842561971e+01,-1.178861696594456419e+02,-1.847914230020963373e+02,-2.692943880877686524e+02,-3.613282212825245097e+02,-4.629196991451133840e+02,-5.772710628789502607e+02,-6.420692726587959669e+02
6.587579533471679497e+03,-4.566829074450626649e+03,1.302978418288583271e+03,2.670087485118030145e+03,2.720405769031718228e+04,-2.045552632868932051e+03,-3.208919209242632746e+02,2.901339423857379188e+03,1.351459200615796306e+02,-2.870880010412247429e+02,-7.454299631015963712e+00,6.006911564225626776e+00,3.392660267909258209e+01,1.596727179020187748e+02,3.847724319268600652e+02,7.075777677146043061e+02,1.149235711287447657e+03,1.729163082906398586e+03,2.520878988521696556e+03,3.757315521021318091e+03,6.863529214223669442e+03,-2.877509387646751406e+02,5.785832942702643322e+01,7.569047453947723625e+02,1.552297561883965045e+03,2.307639979778874022e+03,3.097821968688343986e+03,3.787822094650183317e+03,4.395288052675253311e+03,4.922697696191288742e+03,4.845890319207888751e+03
6.939876464726503400e+02,-7.546406334705786776e+02,2.010038752229478405e+02,4.085941217928753417e+02,1.741349053878169570e+03,-1.590892698582808862e+02,-1.943253845334915653e+01,1.351459200615796874e+02,6.109346565636049320e+01,-4.882508103291613111e+02,4.825253040504838964e+01,-5.474433903938713541e+00,3.160363934141744835e+01,4.886515564730785144e+01,5.530537193856483924e+01,5.806224458554785883e+01,6.247541838033269812e+01,7.306918175918762870e+01,1.052732054888495554e+02,1.832812212188746059e+02,4.838793238983544711e+02,5.809495153365285205e+02,7.221436195440780921e+02,6.628584451306019218e+02,5.555385902925105484e+02,4.406149159678060983e+02,3.301532561753015216e+02,2.356777234118881381e+02,1.607849896334792845e+02,1.177234341081990152e+02,1.627968338691618726e+02
-4.149212986237422228e+03,4.806981227246180424e+03,-1.271092838753761043e+03,-2.686364351006509878e+03,-7.213096052540124219e+03,7.652337138989139476e+02,6.711451150895565831e+01,-2.870880010412247998e+02,-4.882508103291611974e+02,4.442407429780633720e+03,-5.051956220187162216e+02,5.536933683465154132e+01,-3.312677258727956087e+02,-4.304767127747968516e+02,-4.254194573273900915e+02,-3.840611611908739746e+02,-3.381490364848104946e+02,-3.067718738037084449e+02,-3.595498036078511745e+02,-5.617580194088433245e+02,-1.438875280902051600e+03,-8.357384851579094175e+03,-7.139935943322970161e+03,-5.649756368020263835e+03,-4.191457546077404004e+03,-2.923075094025327871e+03,-1.833869442709834402e+03,-9.478567071884646111e+02,-2.254446833124630416e+02,2.966662801884054375e+02,3.305111017806277687e+02
